Date,Open,High,Low,Close,Adj Close,Volume
2023-03-22,127.0,127.22000122070312,124.01000213623047,124.05000305175781,116.36830139160156,3549000
2023-03-23,123.80999755859375,124.93000030517578,122.5999984741211,123.37000274658203,115.73041534423828,4651900
2023-03-24,123.36000061035156,125.4000015258789,122.87999725341797,125.29000091552734,117.5315170288086,3812300
2023-03-27,126.47000122070312,130.25999450683594,126.47000122070312,129.30999755859375,121.30257415771484,6524100
2023-03-28,129.17999267578125,129.66000366210938,128.8000030517578,129.33999633789062,121.33071899414062,2888900
2023-03-29,130.1199951171875,130.35000610351562,129.17999267578125,129.7100067138672,121.67781829833984,3279600
2023-03-30,130.16000366210938,131.47999572753906,129.10000610351562,129.22000122070312,121.2181625366211,3561800
2023-03-31,129.47000122070312,131.22999572753906,129.4199981689453,131.08999633789062,122.97235107421875,4524700
2023-04-03,130.97000122070312,132.61000061035156,130.77000427246094,132.05999755859375,123.88227844238281,3840100
2023-04-04,131.99000549316406,132.14999389648438,130.88999938964844,131.60000610351562,123.45076751708984,3382800
2023-04-05,131.3699951171875,132.61000061035156,131.3699951171875,132.13999938964844,123.95734405517578,2898700
2023-04-06,132.16000366210938,132.60000610351562,130.32000732421875,130.5,122.41889953613281,3050600
2023-04-10,129.8300018310547,131.0800018310547,129.24000549316406,131.02999877929688,122.91606903076172,2614400
2023-04-11,130.5800018310547,131.10000610351562,130.17999267578125,130.4199981689453,122.34383392333984,3132400
2023-04-12,130.39999389648438,130.88999938964844,128.1699981689453,128.5399932861328,120.58026123046875,3957500
2023-04-13,128.00999450683594,128.38999938964844,126.0,127.9000015258789,119.97988891601562,5621500
2023-04-14,128.4600067138672,129.83999633789062,127.30999755859375,128.13999938964844,120.20503234863281,4180600
2023-04-17,128.3000030517578,128.72000122070312,126.80000305175781,127.81999969482422,119.90484619140625,3662700
2023-04-18,128.13999938964844,128.67999267578125,127.3499984741211,127.77999877929688,119.8673324584961,3193800
2023-04-19,126.5,126.9800033569336,125.30000305175781,126.31999969482422,118.49772644042969,7014400
2023-04-20,130.14999389648438,130.97999572753906,125.83999633789062,126.36000061035156,118.53526306152344,9749600
2023-04-21,126.0,126.69999694824219,125.2699966430664,125.7300033569336,117.94426727294922,6725400
2023-04-24,125.55000305175781,126.05000305175781,124.55999755859375,125.4000015258789,117.63470458984375,4043900
2023-04-25,124.9000015258789,126.19000244140625,124.76000213623047,125.88999938964844,118.0943603515625,4275400
2023-04-26,125.80999755859375,126.55000305175781,125.12000274658203,125.8499984741211,118.05683135986328,4070200
2023-04-27,126.37000274658203,127.0199966430664,125.45999908447266,126.97000122070312,119.10748291015625,3204900
2023-04-28,126.58000183105469,127.25,125.63999938964844,126.41000366210938,118.58216857910156,5060500
2023-05-01,126.3499984741211,126.75,126.05999755859375,126.08999633789062,118.28197479248047,2725000
2023-05-02,126.30000305175781,126.44999694824219,123.2699966430664,125.16000366210938,117.4095687866211,4445300
2023-05-03,125.45999908447266,125.56999969482422,123.26000213623047,123.44999694824219,115.80545043945312,4554200
2023-05-04,123.02999877929688,123.5199966430664,121.76000213623047,122.56999969482422,114.97994995117188,4468200
2023-05-05,123.11000061035156,124.0999984741211,122.80999755859375,123.6500015258789,115.99307250976562,4970800
2023-05-08,123.76000213623047,123.91999816894531,122.55000305175781,123.4000015258789,115.75856018066406,3663800
2023-05-09,121.9000015258789,121.97000122070312,120.66000366210938,121.16999816894531,115.21656036376953,4540000
2023-05-10,121.98999786376953,122.48999786376953,121.0999984741211,122.0199966430664,116.02479553222656,4189200
2023-05-11,122.0199966430664,122.23999786376953,120.55000305175781,120.9000015258789,114.95983123779297,3446500
2023-05-12,121.41000366210938,122.86000061035156,121.11000061035156,122.83999633789062,116.80448913574219,4560500
2023-05-15,123.0,123.69000244140625,122.33999633789062,123.36000061035156,117.29896545410156,2915700
2023-05-16,123.3499984741211,123.86000061035156,122.44999694824219,123.45999908447266,117.39403533935547,2748400
2023-05-17,123.94000244140625,125.8499984741211,123.47000122070312,125.70999908447266,119.53349304199219,4515100
2023-05-18,125.30000305175781,126.51000213623047,125.19000244140625,126.1500015258789,119.9518814086914,3797900
2023-05-19,126.79000091552734,128.2899932861328,126.55000305175781,127.26000213623047,121.00733947753906,4305800
2023-05-22,127.5,128.19000244140625,127.1500015258789,127.5,121.23554229736328,2806800
2023-05-23,127.23999786376953,129.08999633789062,127.12999725341797,128.17999267578125,121.88214111328125,4592300
2023-05-24,127.81999969482422,127.9000015258789,125.47000122070312,125.68000030517578,119.50496673583984,3915500
2023-05-25,125.61000061035156,127.2300033569336,125.01000213623047,126.76000213623047,120.53190612792969,4102900
2023-05-26,127.05999755859375,129.66000366210938,126.80999755859375,128.88999938964844,122.5572509765625,5612600
2023-05-30,129.55999755859375,130.07000732421875,128.25999450683594,129.47999572753906,123.11825561523438,3741100
2023-05-31,128.50999450683594,129.44000244140625,127.45999908447266,128.58999633789062,122.27198791503906,11590200
2023-06-01,128.44000244140625,130.14999389648438,127.77999877929688,129.82000732421875,123.44155883789062,4136100
2023-06-02,130.3800048828125,133.1199951171875,130.14999389648438,132.4199981689453,125.91381072998047,5373900
2023-06-05,133.1199951171875,133.5800018310547,132.27000427246094,132.63999938964844,126.12300872802734,3993500
2023-06-06,132.42999267578125,132.94000244140625,131.8800048828125,132.69000244140625,126.1705551147461,3298000
2023-06-07,132.5,134.44000244140625,132.19000244140625,134.3800048828125,127.77749633789062,5772000
2023-06-08,134.69000244140625,135.97999572753906,134.00999450683594,134.41000366210938,127.80604553222656,4128500
2023-06-09,134.36000061035156,136.10000610351562,134.1699981689453,135.3000030517578,128.65231323242188,3981500
2023-06-12,136.0,136.6199951171875,135.82000732421875,136.4199981689453,129.71726989746094,4494500
2023-06-13,136.50999450683594,138.1699981689453,136.0,137.60000610351562,130.8393096923828,3927300
2023-06-14,137.8000030517578,138.92999267578125,136.94000244140625,137.1999969482422,130.45895385742188,4514900
2023-06-15,137.27000427246094,138.8000030517578,137.17999267578125,138.39999389648438,131.5999755859375,3812600
2023-06-16,139.22999572753906,139.47000122070312,137.47000122070312,137.47999572753906,130.72520446777344,7473100
2023-06-20,136.36000061035156,137.22999572753906,135.88999938964844,135.9600067138672,129.27987670898438,4271300
2023-06-21,135.11000061035156,135.38999938964844,133.2899932861328,133.69000244140625,127.12142181396484,5501300
2023-06-22,131.67999267578125,132.9600067138672,130.67999267578125,131.1699981689453,124.72522735595703,6012800
2023-06-23,130.39999389648438,130.6199951171875,129.17999267578125,129.42999267578125,123.07071685791016,11324700
2023-06-26,129.38999938964844,131.41000366210938,129.30999755859375,131.33999633789062,124.88687133789062,4845600
2023-06-27,131.3000030517578,132.9499969482422,130.8300018310547,132.33999633789062,125.83773040771484,3219900
2023-06-28,132.05999755859375,132.1699981689453,130.91000366210938,131.75999450683594,125.28622436523438,2753800
2023-06-29,131.75,134.35000610351562,131.69000244140625,134.05999755859375,127.47323608398438,3639800
2023-06-30,134.69000244140625,135.02999877929688,133.42999267578125,133.80999755859375,127.23551940917969,4236400
2023-07-03,133.4199981689453,134.35000610351562,132.8699951171875,133.6699981689453,127.10240173339844,1477100
2023-07-05,133.32000732421875,134.30999755859375,132.58999633789062,134.24000549316406,127.64439392089844,2955100
2023-07-06,133.24000549316406,133.89999389648438,131.5500030517578,132.16000366210938,125.66658782958984,3507700
2023-07-07,131.77999877929688,133.85000610351562,131.75,132.0800018310547,125.59051513671875,2982400
2023-07-10,131.75999450683594,133.0500030517578,131.6999969482422,132.89999389648438,126.3702163696289,2369200
2023-07-11,133.66000366210938,134.55999755859375,133.22999572753906,134.44000244140625,127.83455657958984,2925200
2023-07-12,135.07000732421875,135.3300018310547,132.57000732421875,132.83999633789062,126.31316375732422,3732200
2023-07-13,133.50999450683594,135.07000732421875,133.36000061035156,133.9199981689453,127.34010314941406,3221400
2023-07-14,133.91000366210938,133.9199981689453,132.94000244140625,133.39999389648438,126.84566497802734,2860700
2023-07-17,133.25999450683594,134.61000061035156,133.10000610351562,134.24000549316406,127.64439392089844,3167400
2023-07-18,134.7100067138672,135.9499969482422,134.2899932861328,135.36000061035156,128.70933532714844,3852100
2023-07-19,135.52999877929688,136.4499969482422,135.19000244140625,135.47999572753906,128.82345581054688,5520000
2023-07-20,137.19000244140625,140.32000732421875,136.55999755859375,138.3800048828125,131.5809783935547,10896300
2023-07-21,138.2100067138672,139.77999877929688,137.75999450683594,138.94000244140625,132.11346435546875,5858600
2023-07-24,139.35000610351562,140.1199951171875,138.77999877929688,139.5399932861328,132.68397521972656,3475200
2023-07-25,139.4199981689453,140.42999267578125,139.0399932861328,140.3300018310547,133.4351806640625,3770800
2023-07-26,140.44000244140625,141.25,139.8800048828125,141.07000732421875,134.13880920410156,4046400
2023-07-27,142.3000030517578,143.3800048828125,141.89999389648438,142.97000122070312,135.9454345703125,6331600
2023-07-28,143.44000244140625,143.9499969482422,142.85000610351562,143.4499969482422,136.40187072753906,6686400
2023-07-31,143.80999755859375,144.60000610351562,143.52999877929688,144.17999267578125,137.0959930419922,6138100
2023-08-01,144.25,144.47999572753906,142.1699981689453,143.3300018310547,136.2877655029297,4797700
2023-08-02,142.77999877929688,144.3000030517578,142.30999755859375,144.1699981689453,137.08648681640625,4957400
2023-08-03,143.77999877929688,145.22000122070312,143.30999755859375,144.4499969482422,137.3527374267578,3951900
2023-08-04,145.08999633789062,146.08999633789062,143.99000549316406,144.24000549316406,137.153076171875,4223100
2023-08-07,145.0,146.5,144.92999267578125,146.17999267578125,138.99774169921875,3438700
2023-08-08,145.6999969482422,146.14999389648438,144.11000061035156,145.91000366210938,138.7410125732422,4654600
2023-08-09,144.94000244140625,144.94000244140625,142.3000030517578,142.49000549316406,137.04823303222656,4072900
2023-08-10,143.0399932861328,144.5800018310547,142.69000244140625,143.25,137.77919006347656,4735800
2023-08-11,143.1199951171875,143.4499969482422,142.2100067138672,143.1199951171875,137.65415954589844,2526000
2023-08-14,143.0500030517578,143.3699951171875,141.8000030517578,141.91000366210938,136.49037170410156,4226400
2023-08-15,141.5,142.30999755859375,141.1999969482422,141.8699951171875,136.451904296875,3656600
2023-08-16,141.6999969482422,142.08999633789062,140.55999755859375,140.63999938964844,135.2688751220703,3285300
2023-08-17,141.00999450683594,142.66000366210938,140.60000610351562,140.66000366210938,135.28811645507812,3742100
2023-08-18,140.0,141.8300018310547,139.75999450683594,141.41000366210938,136.0094757080078,3914700
2023-08-21,141.4199981689453,142.38999938964844,141.11000061035156,142.27999877929688,136.84625244140625,2937800
2023-08-22,142.66000366210938,143.22999572753906,141.3000030517578,141.49000549316406,136.08642578125,3557500
2023-08-23,141.72000122070312,143.47999572753906,141.5800018310547,143.41000366210938,137.93309020996094,2559100
2023-08-24,143.50999450683594,144.47000122070312,143.22000122070312,143.5500030517578,138.0677490234375,2900200
2023-08-25,144.17999267578125,145.47000122070312,143.5,145.35000610351562,139.7989959716797,3660100
2023-08-28,145.41000366210938,146.74000549316406,145.2100067138672,146.02000427246094,140.44342041015625,3561100
2023-08-29,146.3000030517578,146.72999572753906,145.6199951171875,146.4499969482422,140.85699462890625,2778100
2023-08-30,146.4199981689453,146.9199981689453,145.75,146.86000061035156,141.25132751464844,2245400
2023-08-31,146.94000244140625,147.72999572753906,146.5399932861328,146.8300018310547,141.22247314453125,3885900
2023-09-01,147.25999450683594,148.10000610351562,146.9199981689453,147.94000244140625,142.2900848388672,2727500
2023-09-05,147.91000366210938,149.0,147.57000732421875,148.1300048828125,142.47283935546875,3731300
2023-09-06,147.66000366210938,148.3300018310547,147.1199951171875,148.05999755859375,142.40550231933594,2932200
2023-09-07,148.1300048828125,148.77999877929688,147.39999389648438,147.52000427246094,141.88612365722656,3332900
2023-09-08,147.35000610351562,148.58999633789062,147.25999450683594,147.67999267578125,142.04000854492188,3722800
2023-09-11,148.57000732421875,148.77999877929688,147.5800018310547,148.3800048828125,142.71328735351562,3273600
2023-09-12,147.9199981689453,148.0,145.8000030517578,146.3000030517578,140.7127227783203,4457700
2023-09-13,145.9499969482422,146.97999572753906,145.9199981689453,146.5500030517578,140.9531707763672,2627800
2023-09-14,147.3800048828125,147.72999572753906,146.47999572753906,147.35000610351562,141.7226104736328,2723100
2023-09-15,147.11000061035156,147.85000610351562,145.52999877929688,145.99000549316406,140.41455078125,6231400
2023-09-18,145.77000427246094,146.47999572753906,145.05999755859375,145.08999633789062,139.54891967773438,2508100
2023-09-19,145.0,146.72000122070312,144.66000366210938,146.52000427246094,140.92433166503906,3945400
2023-09-20,148.36000061035156,151.92999267578125,148.1300048828125,149.8300018310547,144.10789489746094,9632400
2023-09-21,149.0,149.25,147.30999755859375,147.3800048828125,141.75146484375,4944600
2023-09-22,147.41000366210938,148.10000610351562,146.82000732421875,146.91000366210938,141.2994384765625,2562000
2023-09-25,146.57000732421875,147.42999267578125,146.25,146.47999572753906,140.88583374023438,2694200
2023-09-26,145.50999450683594,146.1699981689453,143.02000427246094,143.24000549316406,137.7695770263672,4824700
2023-09-27,143.6699981689453,143.82000732421875,141.75999450683594,143.1699981689453,137.70225524902344,4439800
2023-09-28,142.13999938964844,142.27999877929688,140.2100067138672,141.5800018310547,136.1729736328125,5783200
2023-09-29,142.0,142.1300048828125,139.61000061035156,140.3000030517578,134.94186401367188,5703600
2023-10-02,140.0399932861328,141.4499969482422,139.86000061035156,140.8000030517578,135.42276000976562,3275300
2023-10-03,140.8699951171875,141.63999938964844,140.0,140.38999938964844,135.02842712402344,3284400
2023-10-04,140.3699951171875,141.1999969482422,139.99000549316406,141.07000732421875,135.6824493408203,2637600
2023-10-05,140.89999389648438,141.6999969482422,140.19000244140625,141.52000427246094,136.1152801513672,3223900
2023-10-06,141.39999389648438,142.94000244140625,140.11000061035156,142.02999877929688,136.60577392578125,3511100
2023-10-09,142.3000030517578,142.39999389648438,140.67999267578125,142.1999969482422,136.769287109375,2354400
2023-10-10,142.60000610351562,143.4199981689453,141.72000122070312,142.11000061035156,136.68272399902344,3015800
2023-10-11,142.50999450683594,143.33999633789062,142.13999938964844,143.22999572753906,137.75997924804688,2511500
2023-10-12,142.50999450683594,142.92999267578125,140.9499969482422,141.24000549316406,135.84596252441406,3921100
2023-10-13,139.77000427246094,140.1199951171875,138.27000427246094,138.4600067138672,133.17213439941406,4582800
2023-10-16,139.27999877929688,139.77999877929688,138.52000427246094,139.2100067138672,133.8934783935547,3361500
2023-10-17,137.1199951171875,140.6199951171875,136.30999755859375,140.32000732421875,134.96109008789062,4172800
2023-10-18,140.0,140.42999267578125,139.5800018310547,139.97000122070312,134.6244659423828,3330000
2023-10-19,138.63999938964844,139.41000366210938,137.92999267578125,138.00999450683594,132.7393035888672,5314200
2023-10-20,138.14999389648438,139.27000427246094,137.1199951171875,137.16000366210938,131.92178344726562,4865300
2023-10-23,136.6300048828125,137.67999267578125,135.8699951171875,136.3800048828125,131.1715545654297,3457500
2023-10-24,136.74000549316406,137.97999572753906,136.0500030517578,137.7899932861328,132.52769470214844,3698000
2023-10-25,137.5,138.49000549316406,136.3300018310547,137.0800018310547,131.84483337402344,6472500
2023-10-26,142.1999969482422,144.41000366210938,141.5800018310547,143.75999450683594,138.26971435546875,11130200
2023-10-27,143.6199951171875,144.6999969482422,141.7100067138672,142.52000427246094,137.07708740234375,5469200
2023-10-30,143.19000244140625,144.5,142.5800018310547,142.6300048828125,137.18287658691406,4204100
2023-10-31,143.0,144.75999450683594,142.58999633789062,144.63999938964844,139.11611938476562,6591800
2023-11-01,145.0,146.50999450683594,144.4499969482422,145.39999389648438,139.84707641601562,4750100
2023-11-02,145.77000427246094,147.10000610351562,144.83999633789062,147.00999450683594,141.3955841064453,3902700
2023-11-03,147.4499969482422,148.4499969482422,147.27999877929688,147.89999389648438,142.2515869140625,3510100
2023-11-06,147.88999938964844,149.22999572753906,147.85000610351562,148.97000122070312,143.28074645996094,4597200
2023-11-07,149.02999877929688,149.27999877929688,148.02999877929688,148.8300018310547,143.14608764648438,3549900
2023-11-08,149.25,149.67999267578125,147.58999633789062,148.02999877929688,142.37664794921875,3618600
2023-11-09,146.5500030517578,146.99000549316406,145.27999877929688,146.6199951171875,142.61981201171875,3412700
2023-11-10,147.44000244140625,149.1699981689453,146.85000610351562,149.02000427246094,144.954345703125,3179000
2023-11-13,148.4600067138672,148.49000549316406,147.35000610351562,148.10000610351562,144.05946350097656,2647200
2023-11-14,149.4499969482422,150.80999755859375,149.0500030517578,150.41000366210938,146.30642700195312,4321900
2023-11-15,150.39999389648438,153.22000122070312,150.39999389648438,152.5800018310547,148.417236328125,4632500
2023-11-16,153.0,153.35000610351562,152.1300048828125,153.05999755859375,148.88412475585938,3519200
2023-11-17,153.2899932861328,153.5,152.4600067138672,152.88999938964844,148.71876525878906,4426500
2023-11-20,152.50999450683594,154.67999267578125,152.35000610351562,154.35000610351562,150.13894653320312,3658500
2023-11-21,154.60000610351562,154.66000366210938,153.50999450683594,153.91000366210938,149.7109375,2859500
2023-11-22,154.5,155.7100067138672,154.16000366210938,155.1300048828125,150.8976593017578,3044700
2023-11-24,155.1300048828125,155.39999389648438,153.9199981689453,155.17999267578125,150.94627380371094,1799200
2023-11-27,154.99000549316406,156.13999938964844,154.75,155.57000732421875,151.32565307617188,4053100
2023-11-28,155.44000244140625,155.75,154.86000061035156,155.64999389648438,151.40345764160156,2666200
2023-11-29,156.14999389648438,157.50999450683594,156.02000427246094,156.41000366210938,152.14273071289062,3568900
2023-11-30,156.9499969482422,158.60000610351562,156.88999938964844,158.55999755859375,154.23406982421875,6740600
2023-12-01,158.41000366210938,160.58999633789062,158.0,160.5500030517578,156.16978454589844,4871000
2023-12-04,160.2899932861328,162.7899932861328,160.2899932861328,161.10000610351562,156.70477294921875,5779000
2023-12-05,160.75999450683594,162.47000122070312,160.72000122070312,161.38999938964844,156.9868621826172,4556700
2023-12-06,161.58999633789062,162.35000610351562,160.00999450683594,160.27999877929688,155.90713500976562,3555900
2023-12-07,161.0,161.47000122070312,159.97000122070312,160.22000122070312,155.84878540039062,3665500
2023-12-08,160.0,162.0399932861328,160.0,161.9600067138672,157.54132080078125,4560400
2023-12-11,162.67999267578125,163.64999389648438,161.9499969482422,163.50999450683594,159.04901123046875,6077200
2023-12-12,163.27000427246094,166.33999633789062,162.9199981689453,164.7100067138672,160.21630859375,5292300
2023-12-13,164.3699951171875,164.97000122070312,162.74000549316406,163.6199951171875,159.156005859375,4989100
2023-12-14,162.92999267578125,163.5,160.14999389648438,162.91000366210938,158.46539306640625,6129800
2023-12-15,162.3000030517578,164.08999633789062,162.0399932861328,162.22999572753906,157.80393981933594,11015600
2023-12-18,162.22999572753906,163.3300018310547,161.5800018310547,162.74000549316406,158.30003356933594,3677300
2023-12-19,161.8000030517578,162.27999877929688,161.32000732421875,161.55999755859375,157.1522216796875,3766600
2023-12-20,161.2899932861328,161.8000030517578,160.00999450683594,160.0500030517578,155.68344116210938,4865800
2023-12-21,160.58999633789062,161.0800018310547,159.52999877929688,160.77999877929688,156.3935089111328,2982900
2023-12-22,161.10000610351562,162.41000366210938,161.0,162.13999938964844,157.71640014648438,2439800
2023-12-26,162.22999572753906,163.30999755859375,162.0500030517578,163.2100067138672,158.75721740722656,1772400
2023-12-27,163.13999938964844,163.63999938964844,162.67999267578125,163.4600067138672,159.00039672851562,3234600
2023-12-28,163.9600067138672,163.9600067138672,163.39999389648438,163.75,159.282470703125,2071300
2023-12-29,163.75,164.17999267578125,162.8300018310547,163.5500030517578,159.0879364013672,2525600
